chr1,start,end,TE_id,UniqPathogens,TE_location,class,family,feature,chr2,gene_start,gene_end,gene_width,strand,gene_info,distance,gene_name
chr9,110242635,110243169,L2b_c5080457,5,L2b_chr9:110242636,LINE,L2,intergenic,chr9,110243809,110256507,12698,-,ENSG00000136810.13,641,TXN
chr9,120895032,120895183,MIRc_c5104389,5,MIRc_chr9:120895033,SINE,MIR,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,137,PHF19
chr9,120895306,120895432,FLAM_C_c5104390,5,FLAM_C_chr9:120895307,SINE,Alu,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,411,PHF19
chr9,120895668,120895952,AluSz_c5104392,6,AluSz_chr9:120895669,SINE,Alu,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,773,PHF19
chr9,120896035,120896226,MIRb_c5104394,5,MIRb_chr9:120896036,SINE,MIR,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,1140,PHF19
chr9,120896213,120896353,MIRb_c5104395,6,MIRb_chr9:120896214,SINE,MIR,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,1318,PHF19
chr9,120896437,120896752,AluYg6_c5104396,5,AluYg6_chr9:120896438,SINE,Alu,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,1542,PHF19
chr9,120897009,120897135,MIR_c5104397,6,MIR_chr9:120897010,SINE,MIR,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,2114,PHF19
chr9,120897515,120897697,MER33_c5104398,7,MER33_chr9:120897516,DNA,hAT-Charlie,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,2620,PHF19
chr9,120897697,120898003,AluSx1_c5104399,11,AluSx1_chr9:120897698,SINE,Alu,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,2802,PHF19
chr9,120898003,120898095,MER33_c5104400,6,MER33_chr9:120898004,DNA,hAT-Charlie,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,3108,PHF19
chr9,120898123,120898416,AluSx1_c5104402,10,AluSx1_chr9:120898124,SINE,Alu,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,3228,PHF19
chr9,120898416,120898505,MIRb_c5104403,9,MIRb_chr9:120898417,SINE,MIR,intergenic,chr9,120855650,120894896,39246,-,ENSG00000119403.15,3521,PHF19
chr9,120898666,120898908,MIR_c5104404,11,MIR_chr9:120898667,SINE,MIR,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,3485,TRAF1
chr9,120898916,120899216,AluSx1_c5104405,10,AluSx1_chr9:120898917,SINE,Alu,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,3177,TRAF1
chr9,120899216,120899519,AluY_c5104406,10,AluY_chr9:120899217,SINE,Alu,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,2874,TRAF1
chr9,120899582,120899649,MIRb_c5104407,10,MIRb_chr9:120899583,SINE,MIR,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,2744,TRAF1
chr9,120899851,120899930,MIR1_Amn_c5104408,10,MIR1_Amn_chr9:120899852,SINE,MIR,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,2463,TRAF1
chr9,120899990,120900286,AluSx_c5104409,9,AluSx_chr9:120899991,SINE,Alu,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,2107,TRAF1
chr9,120900335,120900562,L1ME4a_c5104410,11,L1ME4a_chr9:120900336,LINE,L1,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,1831,TRAF1
chr9,120900562,120900865,AluJr_c5104411,11,AluJr_chr9:120900563,SINE,Alu,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,1528,TRAF1
chr9,120900865,120900906,L1ME4a_c5104412,10,L1ME4a_chr9:120900866,LINE,L1,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,1487,TRAF1
chr9,120901191,120901493,AluSx_c5104413,11,AluSx_chr9:120901192,SINE,Alu,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,900,TRAF1
chr9,120901499,120901608,MIR3_c5104414,11,MIR3_chr9:120901500,SINE,MIR,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,785,TRAF1
chr9,120902168,120902268,MER5B_c5104415,11,MER5B_chr9:120902169,DNA,hAT-Charlie,intergenic,chr9,120902392,120929173,26781,-,ENSG00000056558.11,125,TRAF1
chr9,133470877,133470918,MIR3_c5133829,5,MIR3_chr9:133470878,SINE,MIR,intergenic,chr9,133459964,133470848,10884,+,ENSG00000160325.15,30,CACFD1
chr9,134865772,134867650,L1PA2_c5135976,5,L1PA2_chr9:134865773,LINE,L1,intergenic,chr9,134868235,134868475,240,+,ENSG00000232355.2,586,ENSG00000232355
chr10,3775131,3775203,MIRc_c458799,5,MIRc_chr10:3775132,SINE,MIR,intergenic,chr10,3775995,3785281,9286,-,ENSG00000067082.15,793,KLF6
chr10,5978514,5978609,L1PA13_c462533,7,L1PA13_chr10:5978515,LINE,L1,intergenic,chr10,5943638,5978187,34549,-,ENSG00000134470.21,328,IL15RA
chr10,5978614,5978924,AluSx1_c462534,8,AluSx1_chr10:5978615,SINE,Alu,intergenic,chr10,5943638,5978187,34549,-,ENSG00000134470.21,428,IL15RA
chr10,5979269,5979507,L1ME4c_c462535,6,L1ME4c_chr10:5979270,LINE,L1,intergenic,chr10,5943638,5978187,34549,-,ENSG00000134470.21,1083,IL15RA
chr10,6130500,6130812,AluSx_c462883,7,AluSx_chr10:6130501,SINE,Alu,intergenic,chr10,6089033,6117457,28424,+,ENSG00000134453.16,13044,RBM17
chr10,9956543,9956858,AluYb8_c470035,5,AluYb8_chr10:9956544,SINE,Alu,intergenic,chr10,9758782,9878060,119278,-,ENSG00000228636.3,78484,LINC02663
chr10,13139700,13140529,L1M4c_c476247,5,L1M4c_chr10:13139701,LINE,L1,intergenic,chr10,13139195,13139533,338,-,ENSG00000234175.1,168,ENSG00000234175
chr10,13143564,13145666,L1MC2_c476254,5,L1MC2_chr10:13143565,LINE,L1,intergenic,chr10,13142184,13142977,793,-,ENSG00000228330.1,588,ENSG00000228330
chr10,34841550,34841849,AluSx1_c518832,5,AluSx1_chr10:34841551,SINE,Alu,intergenic,chr10,34815766,34816386,620,+,ENSG00000226386.1,25165,PARD3-DT
chr10,39164852,39167897,L1PA3_c526446,5,L1PA3_chr10:39164853,LINE,L1,intergenic,chr10,38783003,38783108,105,+,ENSG00000233832.1,381745,ENSG00000233832
chr10,62271780,62272684,L1ME3F_c560877,5,L1ME3F_chr10:62271781,LINE,L1,intergenic,chr10,62183034,62268844,85810,-,ENSG00000182010.11,2937,RTKN2
chr10,62276950,62277226,AluSx3_c560889,5,AluSx3_chr10:62276951,SINE,Alu,intergenic,chr10,62183034,62268844,85810,-,ENSG00000182010.11,8107,RTKN2
chr10,62277441,62277994,MLT1I-int_c560891,5,MLT1I-int_chr10:62277442,LTR,ERVL-MaLR,intergenic,chr10,62183034,62268844,85810,-,ENSG00000182010.11,8598,RTKN2
chr10,62278048,62278307,MLT1I_c560892,5,MLT1I_chr10:62278049,LTR,ERVL-MaLR,intergenic,chr10,62183034,62268844,85810,-,ENSG00000182010.11,9205,RTKN2
chr10,62278405,62278613,MIRc_c560893,5,MIRc_chr10:62278406,SINE,MIR,intergenic,chr10,62183034,62268844,85810,-,ENSG00000182010.11,9562,RTKN2
chr10,62279136,62279446,AluY_c560894,5,AluY_chr10:62279137,SINE,Alu,intergenic,chr10,62289520,62304033,14513,+,ENSG00000234756.1,10075,LINC02621
chr10,62280193,62281803,LTR12C_c560896,6,LTR12C_chr10:62280194,LTR,ERV1,intergenic,chr10,62289520,62304033,14513,+,ENSG00000234756.1,7718,LINC02621
chr10,62282083,62282389,AluJr_c560897,6,AluJr_chr10:62282084,SINE,Alu,intergenic,chr10,62289520,62304033,14513,+,ENSG00000234756.1,7132,LINC02621
chr10,69114488,69115731,HSMAR1_c574333,5,HSMAR1_chr10:69114489,DNA,TcMar-Mariner,intergenic,chr10,69123511,69174412,50901,+,ENSG00000122958.15,7781,VPS26A
chr10,72325772,72327178,LTR12C_c581605,5,LTR12C_chr10:72325773,LTR,ERV1,intergenic,chr10,72332829,72355149,22320,-,ENSG00000148719.16,5652,DNAJB12
chr10,89422563,89422865,AluSz6_c614689,5,AluSz6_chr10:89422564,SINE,Alu,intergenic,chr10,89414567,89421605,7038,+,ENSG00000152778.10,959,IFIT5
chr10,89572797,89572983,MIRb_c614988,5,MIRb_chr10:89572798,SINE,MIR,intergenic,chr10,89582987,89645242,62255,-,ENSG00000152782.18,10005,PANK1
chr10,102436972,102437151,AluSx3_c642324,5,AluSx3_chr10:102436973,SINE,Alu,intergenic,chr10,102436511,102436584,73,+,ENSG00000202569.4,389,MIR146B
chr10,102437663,102437850,AluSx3_c642327,5,AluSx3_chr10:102437664,SINE,Alu,intergenic,chr10,102436511,102436584,73,+,ENSG00000202569.4,1080,MIR146B
chr10,104248775,104249505,LTR12_c646522,5,LTR12_chr10:104248776,LTR,ERV1,intergenic,chr10,104254193,104267459,13266,+,ENSG00000148834.13,4689,GSTO1
chr10,110497262,110497403,L1MC5_c657742,5,L1MC5_chr10:110497263,LINE,L1,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,504,DUSP5
chr10,110511803,110511887,MIR3_c657756,5,MIR3_chr10:110511804,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,271,DUSP5
chr10,110512603,110512716,MIRc_c657757,5,MIRc_chr10:110512604,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,1071,DUSP5
chr10,110513408,110513660,L4_A_Mam_c657758,5,L4_A_Mam_chr10:110513409,LINE,RTE-X,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,1876,DUSP5
chr10,110515038,110515455,L2b_c657761,5,L2b_chr10:110515039,LINE,L2,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,3506,DUSP5
chr10,110515656,110515730,MLT1M_c657762,5,MLT1M_chr10:110515657,LTR,ERVL-MaLR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,4124,DUSP5
chr10,110515824,110515932,AluJb_c657763,5,AluJb_chr10:110515825,SINE,Alu,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,4292,DUSP5
chr10,110516316,110516620,AluSz_c657765,5,AluSz_chr10:110516317,SINE,Alu,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,4784,DUSP5
chr10,110516909,110516948,MIRc_c657766,5,MIRc_chr10:110516910,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,5377,DUSP5
chr10,110517194,110517408,MIRb_c657767,5,MIRb_chr10:110517195,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,5662,DUSP5
chr10,110517852,110518114,AluJr_c657769,5,AluJr_chr10:110517853,SINE,Alu,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,6320,DUSP5
chr10,110519714,110520049,L1M5_c657775,5,L1M5_chr10:110519715,LINE,L1,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,8182,DUSP5
chr10,110520354,110521030,L1M5_c657777,5,L1M5_chr10:110520355,LINE,L1,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,8822,DUSP5
chr10,110522193,110522428,MIR_c657782,5,MIR_chr10:110522194,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,10661,DUSP5
chr10,110522584,110522786,MIR3_c657783,5,MIR3_chr10:110522585,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,11052,DUSP5
chr10,110523719,110523759,MIRc_c657786,5,MIRc_chr10:110523720,SINE,MIR,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,12187,DUSP5
chr10,110524075,110524418,L2a_c657787,5,L2a_chr10:110524076,LINE,L2,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,12543,DUSP5
chr10,110526433,110526744,AluY_c657792,5,AluY_chr10:110526434,SINE,Alu,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,14901,DUSP5
chr10,110527619,110527841,L2b_c657797,5,L2b_chr10:110527620,LINE,L2,intergenic,chr10,110497906,110511533,13627,+,ENSG00000138166.6,16087,DUSP5
chr10,125517776,125519176,SVA_D_c686230,8,SVA_D_chr10:125517777,Retroposon,SVA,intergenic,chr10,125473685,125473932,247,-,ENSG00000233135.1,43845,RPS27P18
chr10,127804228,127804533,AluYk11_c689855,7,AluYk11_chr10:127804229,SINE,Alu,intergenic,chr10,127737184,127741183,3999,+,ENSG00000186766.8,63046,FOXI2
chr11,316783,317577,MER4E1_c697930,7,MER4E1_chr11:316784,LTR,ERV1,intergenic,chr11,318652,325631,6979,+,ENSG00000251661.3,1076,ENSG00000251661
chr11,317944,318214,LTR8_c697933,5,LTR8_chr11:317945,LTR,ERV1,intergenic,chr11,318652,325631,6979,+,ENSG00000251661.3,439,ENSG00000251661
chr11,389003,389946,LTR13A_c698090,5,LTR13A_chr11:389004,LTR,ERVK,intergenic,chr11,394208,404908,10700,+,ENSG00000184363.10,4263,PKP3
chr11,10296598,10297167,L1MB5_c715389,5,L1MB5_chr11:10296599,LINE,L1,intergenic,chr11,9776775,10294227,517452,-,ENSG00000133812.18,2372,SBF2
chr11,10298684,10298893,L2a_c715394,5,L2a_chr11:10298685,LINE,L2,intergenic,chr11,10302656,10303704,1048,-,ENSG00000254554.1,3764,ADM-DT
chr11,10511146,10511487,MER1B_c715789,7,MER1B_chr11:10511147,DNA,hAT-Charlie,intergenic,chr11,10511672,10541190,29518,-,ENSG00000110315.7,186,RNF141
chr11,21669048,21675069,L1PA3_c737737,7,L1PA3_chr11:21669049,LINE,L1,intergenic,chr11,21734211,21752853,18642,-,ENSG00000289944.1,59143,ENSG00000289944
chr11,35073798,35074175,THE1D_c762398,5,THE1D_chr11:35073799,LTR,ERVL-MaLR,intergenic,chr11,35037293,35067192,29899,-,ENSG00000289526.2,6607,ENSG00000289526
chr11,35078338,35078672,ERV3-16A3_LTR_c762404,5,ERV3-16A3_LTR_chr11:35078339,LTR,ERVL,intergenic,chr11,35037293,35067192,29899,-,ENSG00000289526.2,11147,ENSG00000289526
chr11,35233505,35234813,HAL1_c762663,5,HAL1_chr11:35233506,LINE,L1,intergenic,chr11,35138881,35232402,93521,+,ENSG00000026508.21,1104,CD44
chr11,47892271,47893747,SVA_B_c787507,7,SVA_B_chr11:47892272,Retroposon,SVA,intergenic,chr11,47905322,47905607,285,-,ENSG00000254780.1,11576,ENSG00000254780
chr11,57531117,57531303,MER5B_c795914,6,MER5B_chr11:57531118,DNA,hAT-Charlie,intergenic,chr11,57528463,57530803,2340,-,ENSG00000134809.9,315,TIMM10
chr11,57550408,57550594,MIRb_c795968,6,MIRb_chr11:57550409,SINE,MIR,intergenic,chr11,57537594,57550272,12678,+,ENSG00000214872.9,137,SMTNL1
chr11,57551135,57551461,AluSx1_c795970,5,AluSx1_chr11:57551136,SINE,Alu,intergenic,chr11,57551655,57568284,16629,-,ENSG00000156587.16,195,UBE2L6
chr11,60072515,60073986,SVA_C_c800797,6,SVA_C_chr11:60072516,Retroposon,SVA,intergenic,chr11,60056586,60071115,14529,+,ENSG00000149516.14,1401,MS4A3
chr11,60490889,60492415,SVA_C_c801515,5,SVA_C_chr11:60490890,Retroposon,SVA,intergenic,chr11,60492777,60507430,14653,+,ENSG00000071203.9,363,MS4A12
chr11,61028900,61029212,L1MC4_c802635,5,L1MC4_chr11:61028901,LINE,L1,intergenic,chr11,60971679,61020377,48698,+,ENSG00000013725.14,8524,CD6
chr11,86109906,86112144,SVA_D_c857741,5,SVA_D_chr11:86109907,Retroposon,SVA,intergenic,chr11,85957174,86069882,112708,-,ENSG00000073921.18,40025,PICALM
chr11,90055953,90056259,AluYk11_c865044,8,AluYk11_chr11:90055954,SINE,Alu,intergenic,chr11,90057604,90062999,5395,-,ENSG00000223709.6,1346,TRIM64EP
chr11,94118737,94123646,HERV9-int_c872172,5,HERV9-int_chr11:94118738,LTR,ERV1,intergenic,chr11,94021353,94114208,92855,+,ENSG00000181333.12,4530,HEPHL1
chr11,102340485,102340926,L2b_c886000,5,L2b_chr11:102340486,LINE,L2,intergenic,chr11,102317449,102339403,21954,+,ENSG00000023445.16,1083,BIRC3
chr11,102391210,102392238,L1P4d_c886097,5,L1P4d_chr11:102391211,LINE,L1,intergenic,chr11,102396331,102452839,56508,-,ENSG00000152558.15,4094,TMEM123
chr11,104992213,104992623,MLT1H_c890700,6,MLT1H_chr11:104992214,LTR,ERVL-MaLR,intergenic,chr11,104994239,105023168,28929,-,ENSG00000137757.11,1617,CASP5
chr11,104992822,104993085,HAL1ME_c890701,6,HAL1ME_chr11:104992823,LINE,L1,intergenic,chr11,104994239,105023168,28929,-,ENSG00000137757.11,1155,CASP5
chr11,104993295,104994033,L1MB3_c890702,6,L1MB3_chr11:104993296,LINE,L1,intergenic,chr11,104994239,105023168,28929,-,ENSG00000137757.11,207,CASP5
chr11,110088351,110088403,L2b_c900232,5,L2b_chr11:110088352,LINE,L2,intergenic,chr11,109803904,110088184,284280,-,ENSG00000289465.1,168,ENSG00000289465
chr11,117976171,117976822,LTR104_Mam_c915705,5,LTR104_Mam_chr11:117976172,LTR,Gypsy,intergenic,chr11,117986393,118001483,15090,+,ENSG00000110324.12,9572,IL10RA
chr11,118001571,118001796,MIRb_c915750,5,MIRb_chr11:118001572,SINE,MIR,intergenic,chr11,117986393,118001483,15090,+,ENSG00000110324.12,89,IL10RA
chr12,10344458,10349853,L1PA3_c968262,6,L1PA3_chr12:10344459,LINE,L1,intergenic,chr12,10332860,10338292,5432,-,ENSG00000256288.1,6167,LINC02617
chr12,12101390,12102664,L1MEc_c971239,5,L1MEc_chr12:12101391,LINE,L1,intergenic,chr12,12049843,12099695,49852,+,ENSG00000121380.12,1696,BCL2L14
chr12,24961285,24962757,L1M1_c993857,8,L1M1_chr12:24961286,LINE,L1,intergenic,chr12,24949162,24960158,10996,+,ENSG00000255921.1,1128,ENSG00000255921
chr12,24962755,24963263,L1M1_c993858,5,L1M1_chr12:24962756,LINE,L1,intergenic,chr12,24949162,24960158,10996,+,ENSG00000255921.1,2598,ENSG00000255921
chr12,24963263,24963960,MER4A_c993859,9,MER4A_chr12:24963264,LTR,ERV1,intergenic,chr12,24949162,24960158,10996,+,ENSG00000255921.1,3106,ENSG00000255921
chr12,41666304,41672330,L1PA2_c1017961,6,L1PA2_chr12:41666305,LINE,L1,intergenic,chr12,41658675,41658793,118,+,ENSG00000252364.1,7512,RNA5SP360
chr12,47370600,47371143,Tigger13a_c1028242,5,Tigger13a_chr12:47370601,DNA,TcMar-Tigger,intergenic,chr12,47353753,47369935,16182,+,ENSG00000257924.1,666,LINC02416
chr12,50970866,50971179,AluSx1_c1036364,5,AluSx1_chr12:50970867,SINE,Alu,intergenic,chr12,50924968,50970700,45732,+,ENSG00000289695.1,167,ENSG00000289695
chr12,50972506,50978654,L1PA5_c1036367,5,L1PA5_chr12:50972507,LINE,L1,intergenic,chr12,50979783,51028242,48459,-,ENSG00000110911.17,1130,SLC11A2
chr12,55081365,55087407,L1PA3_c1044732,6,L1PA3_chr12:55081366,LINE,L1,intergenic,chr12,55113076,55118632,5556,+,ENSG00000196534.5,25670,OR9K1P
chr12,57768011,57768304,AluJb_c1050174,5,AluJb_chr12:57768012,SINE,Alu,intergenic,chr12,57768470,57772119,3649,-,ENSG00000037897.17,167,METTL1
chr12,66339774,66340482,L1MB7_c1065581,7,L1MB7_chr12:66339775,LINE,L1,intergenic,chr12,66302492,66338199,35707,+,ENSG00000127311.10,1576,HELB
chr12,66340557,66341002,MLT2A1_c1065583,5,MLT2A1_chr12:66340558,LTR,ERVL,intergenic,chr12,66302492,66338199,35707,+,ENSG00000127311.10,2359,HELB
chr12,66341002,66341525,MLT2B3_c1065584,5,MLT2B3_chr12:66341003,LTR,ERVL,intergenic,chr12,66302492,66338199,35707,+,ENSG00000127311.10,2804,HELB
chr12,66341973,66342367,L1MB7_c1065587,5,L1MB7_chr12:66341974,LINE,L1,intergenic,chr12,66302492,66338199,35707,+,ENSG00000127311.10,3775,HELB
chr12,66343568,66344503,L1MB7_c1065593,6,L1MB7_chr12:66343569,LINE,L1,intergenic,chr12,66347430,66679076,331646,-,ENSG00000155974.14,2928,GRIP1
chr12,66345173,66345568,MER92B_c1065596,5,MER92B_chr12:66345174,LTR,ERV1,intergenic,chr12,66347430,66679076,331646,-,ENSG00000155974.14,1863,GRIP1
chr12,66346020,66346420,L3_c1065598,7,L3_chr12:66346021,LINE,CR1,intergenic,chr12,66347430,66679076,331646,-,ENSG00000155974.14,1011,GRIP1
chr12,68847448,68847752,AluYk11_c1070422,5,AluYk11_chr12:68847449,SINE,Alu,intergenic,chr12,68808176,68845544,37368,+,ENSG00000135679.27,1905,MDM2
chr12,92583861,92584221,MLT1H_c1111885,7,MLT1H_chr12:92583862,LTR,ERVL-MaLR,intergenic,chr12,92530459,92531324,865,+,ENSG00000258262.1,52538,ENSG00000258262
chr12,92597946,92598119,MER117_c1111915,5,MER117_chr12:92597947,DNA,hAT-Charlie,intergenic,chr12,92530459,92531324,865,+,ENSG00000258262.1,66623,ENSG00000258262
chr12,92599628,92601212,THE1D-int_c1111920,6,THE1D-int_chr12:92599629,LTR,ERVL-MaLR,intergenic,chr12,92530459,92531324,865,+,ENSG00000258262.1,68305,ENSG00000258262
chr12,94742143,94742445,AluYk11_c1116752,8,AluYk11_chr12:94742144,SINE,Alu,intergenic,chr12,94567121,94650557,83436,-,ENSG00000057704.13,91587,TMCC3
chr12,104383625,104384074,MLT1D_c1137143,5,MLT1D_chr12:104383626,LTR,ERVL-MaLR,intergenic,chr12,104215778,104350307,134529,+,ENSG00000198431.18,33319,TXNRD1
chr12,104795534,104796257,FordPrefect_c1138129,5,FordPrefect_chr12:104795535,DNA,hAT-Tip100,intergenic,chr12,104801800,104958290,156490,-,ENSG00000136052.10,5544,SLC41A2
chr12,104796981,104797417,L2_c1138134,5,L2_chr12:104796982,LINE,L2,intergenic,chr12,104801800,104958290,156490,-,ENSG00000136052.10,4384,SLC41A2
chr12,104797420,104797930,MER65-int_c1138135,5,MER65-int_chr12:104797421,LTR,ERV1,intergenic,chr12,104801800,104958290,156490,-,ENSG00000136052.10,3871,SLC41A2
chr12,104798056,104800984,MER65-int_c1138136,5,MER65-int_chr12:104798057,LTR,ERV1,intergenic,chr12,104801800,104958290,156490,-,ENSG00000136052.10,817,SLC41A2
chr12,125053267,125053664,SVA_C_c1190509,7,SVA_C_chr12:125053268,Retroposon,SVA,intergenic,chr12,125056358,125056581,223,-,ENSG00000256093.1,2695,ENSG00000256093
chr12,127231730,127232505,LTR1D1_c1194877,5,LTR1D1_chr12:127231731,LTR,ERV1,intergenic,chr12,127130004,127207706,77702,+,ENSG00000286016.1,24025,ENSG00000286016
chr12,133238945,133239250,AluY_c1206400,5,AluY_chr12:133238946,SINE,Alu,intergenic,chr12,133238454,133238549,95,+,ENSG00000238443.1,397,Y_RNA
chr13,42818074,42819653,THE1B-int_c1252173,5,THE1B-int_chr13:42818075,LTR,ERVL-MaLR,intergenic,chr13,42810365,42814897,4532,-,ENSG00000271216.2,3178,LINC01050
chr13,49495517,49495796,AluSg_c1265066,5,AluSg_chr13:49495518,SINE,Alu,intergenic,chr13,49495952,49528981,33029,+,ENSG00000136147.18,157,PHF11
chr13,82741880,82742943,L1PA2_c1320112,6,L1PA2_chr13:82741881,LINE,L1,intergenic,chr13,82778207,83102335,324128,-,ENSG00000286385.1,35265,ENSG00000286385
chr13,83335537,83335839,AluYk11_c1321024,7,AluYk11_chr13:83335538,SINE,Alu,intergenic,chr13,83298070,83298167,97,-,ENSG00000222791.1,37371,RNU6-67P
chr13,108256063,108256840,L1PA3_c1363173,7,L1PA3_chr13:108256064,LINE,L1,intergenic,chr13,108267319,108267734,415,+,ENSG00000277246.1,10480,ENSG00000277246
chr14,21195390,21196001,MER50B_c1376261,6,MER50B_chr14:21195391,LTR,ERV1,intergenic,chr14,21200460,21206900,6440,-,ENSG00000258441.1,4460,LINC00641
chr14,21198916,21200108,L1MD2_c1376274,6,L1MD2_chr14:21198917,LINE,L1,intergenic,chr14,21200460,21206900,6440,-,ENSG00000258441.1,353,LINC00641
chr14,22820343,22820520,MamTip3B_c1379286,6,MamTip3B_chr14:22820344,DNA,hAT-Tip100,intergenic,chr14,22773221,22819811,46590,-,ENSG00000155465.21,533,SLC7A7
chr14,22820746,22821204,MamTip3B_c1379288,6,MamTip3B_chr14:22820747,DNA,hAT-Tip100,intergenic,chr14,22773221,22819811,46590,-,ENSG00000155465.21,936,SLC7A7
chr14,22821278,22821399,L2a_c1379289,5,L2a_chr14:22821279,LINE,L2,intergenic,chr14,22773221,22819811,46590,-,ENSG00000155465.21,1468,SLC7A7
chr14,22821385,22821541,L2a_c1379290,5,L2a_chr14:22821386,LINE,L2,intergenic,chr14,22773221,22819811,46590,-,ENSG00000155465.21,1575,SLC7A7
chr14,35393925,35394361,MER110A_c1401554,7,MER110A_chr14:35393926,LTR,ERV1,intergenic,chr14,35388120,35389069,949,-,ENSG00000240023.1,4857,RPLP0P3
chr14,35397694,35397806,L2c_c1401564,6,L2c_chr14:35397695,LINE,L2,intergenic,chr14,35401512,35404749,3237,-,ENSG00000100906.12,3707,NFKBIA
chr14,35399668,35399979,AluSx1_c1401567,7,AluSx1_chr14:35399669,SINE,Alu,intergenic,chr14,35401512,35404749,3237,-,ENSG00000100906.12,1534,NFKBIA
chr14,35400232,35400526,AluJr_c1401568,7,AluJr_chr14:35400233,SINE,Alu,intergenic,chr14,35401512,35404749,3237,-,ENSG00000100906.12,987,NFKBIA
chr14,35400528,35400597,L1PB4_c1401569,5,L1PB4_chr14:35400529,LINE,L1,intergenic,chr14,35401512,35404749,3237,-,ENSG00000100906.12,916,NFKBIA
chr14,35400954,35401061,MIRb_c1401570,10,MIRb_chr14:35400955,SINE,MIR,intergenic,chr14,35401512,35404749,3237,-,ENSG00000100906.12,452,NFKBIA
chr14,42291888,42292201,AluYk11_c1413173,6,AluYk11_chr14:42291889,SINE,Alu,intergenic,chr14,42259730,42268586,8856,-,ENSG00000259149.1,23303,ENSG00000259149
chr14,48314009,48315494,L1PA2_c1422681,5,L1PA2_chr14:48314010,LINE,L1,intergenic,chr14,48319067,48319394,327,-,ENSG00000270359.1,3574,ENSG00000270359
chr14,49096714,49102732,L1PA2_c1423837,6,L1PA2_chr14:49096715,LINE,L1,intergenic,chr14,49057712,49077505,19793,-,ENSG00000258868.1,19210,ENSG00000258868
chr14,54830511,54831472,L1PA16_c1434889,5,L1PA16_chr14:54830512,LINE,L1,intergenic,chr14,54842007,54902826,60819,-,ENSG00000131979.20,10536,GCH1
chr14,69811900,69814583,HERVK3-int_c1463924,5,HERVK3-int_chr14:69811901,LTR,ERVK,intergenic,chr14,69804202,69804331,129,-,ENSG00000221060.1,7570,ENSG00000221060
chr14,75517355,75517709,MLT1F1_c1476594,5,MLT1F1_chr14:75517356,LTR,ERVL-MaLR,intergenic,chr14,75522468,75546993,24525,+,ENSG00000156127.8,4760,BATF
chr14,75517728,75518031,AluSz_c1476595,5,AluSz_chr14:75517729,SINE,Alu,intergenic,chr14,75522468,75546993,24525,+,ENSG00000156127.8,4438,BATF
chr14,75519179,75519412,L1ME3Cz_c1476599,5,L1ME3Cz_chr14:75519180,LINE,L1,intergenic,chr14,75522468,75546993,24525,+,ENSG00000156127.8,3057,BATF
