"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","18/1035","155/9434",0.436286420014588,0.724235457224217,0.493692527911245,"CAMK2A/ITPR3/PLCB4/AHR/RASD1/WNT5A/NR4A1/CDKN1A/WNT1/RAP1B/LDLR/WNT9A/CDKN2B/CDKN2A/TCF7L2/ADCY9/FZD6/FZD4",18
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","26/1035","227/9434",0.438688765275735,0.724600348614647,0.493941264908526,"PLD1/HMOX1/NFKBIA/MET/AHR/PPIF/NFKB1/MAPK10/VEGFA/NFE2L2/NCF2/AKT3/FOXO3/EGF/ABL2/PTPRJ/NCF1/RELA/SLC26A9/JUN/MAPK11/AKR1C1/PTPN1/SRC/MAP3K5/SOD2",26
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","12/1035","102/9434",0.444727427076729,0.730938147472644,0.49826157801718,"ICAM1/C3/IL10/C1R/DEFB1/PTAFR/FPR2/C1S/FCAR/C4B/HLA-DOB/CFB",12
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","6/1035","49/9434",0.453509461740174,0.741700203437132,0.505597792450803,"RGS9/NFKB1/FOSB/RELA/CDK5R1/JUN",6
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","12/1035","103/9434",0.458643237117402,0.746419385896949,0.508814736740152,"PLD1/ACHE/DGKH/PLA2G4C/PLA2G4A/SELENOI/PLA1A/LPCAT1/SAMD8/GPAT4/PLPP3/PLA2G6",12
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","3/1035","23/9434",0.470017973768376,0.755892785320228,0.515272507431354,"B4GALT1/FKRP/FUT4",3
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","18/1035","158/9434",0.470115595325196,0.755892785320228,0.515272507431354,"RRAGD/FNIP2/SLC7A5/GRB10/WNT5A/RRAGC/AKT3/SGK1/WNT1/SESN2/WNT9A/RICTOR/FZD6/DDIT4/FZD4/RNF152/RPS6KA3/TNF",18
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","5/1035","41/9434",0.473157881352533,0.755892785320228,0.515272507431354,"ALAS1/AOC3/AOC2/SDS/BPGM",5
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","6/1035","50/9434",0.473571383574119,0.755892785320228,0.515272507431354,"LAP3/SMOX/SMS/SAT1/AZIN2/CKB",6
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","26/1035","232/9434",0.485437133007613,0.760628975151408,0.518501045204669,"SCIN/BCAR1/PFN2/ACTN1/PDGFB/ITGB8/AKT3/CHRM3/MYH11/RRAS2/PDGFRA/RDX/ITGAV/EGF/VAV1/ITGA10/MRAS/VAV2/ITGA2/LIMK2/SRC/PDGFA/CYRIA/LPAR1/ITGA1/ITGB3",26
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","12/1035","105/9434",0.486326271163233,0.760628975151408,0.518501045204669,"SLC8A3/ITGB8/SLC8A2/SSPN/ITGAV/ITGA10/ADCY9/ITGA2/LAMA2/ITGA1/TNF/ITGB3",12
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","9/1035","78/9434",0.489454106061266,0.760628975151408,0.518501045204669,"PFKP/TENT4A/XRN1/EXOSC9/BTG1/PNPT1/BTG3/PATL1/DCP1A",9
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","19/1035","169/9434",0.491533188339265,0.760628975151408,0.518501045204669,"CFLAR/RRAGD/TP53INP2/MAP1LC3A/MAPK10/RRAGC/AKT3/OPTN/RRAS2/CTSL/TANK/RUBCN/EPG5/MRAS/SQSTM1/DDIT4/BCL2L1/BCL2/ERN1",19
"Organismal Systems","Nervous system","hsa04730","Long-term depression","7/1035","60/9434",0.491966159262265,0.760628975151408,0.518501045204669,"ITPR3/PLCB4/PLA2G4C/PLA2G4A/CACNA1A/GUCY1A1/LYN",7
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","16/1035","142/9434",0.494757603457699,0.760628975151408,0.518501045204669,"BIRC3/UBA6/NEDD4L/CUL1/UBE2D1/HUWE1/XIAP/UBE2S/BIRC2/PML/UBE2L6/UBE2Z/UBE2E1/UBA7/SOCS3/SOCS1",16
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","13/1035","115/9434",0.49859266442259,0.760628975151408,0.518501045204669,"PTGS2/ITPR3/PLCB4/PLA2G4C/GNB4/PLA2G4A/DUSP1/GNGT1/CYP2J2/CACNA1A/CASP3/GNG4/ALOX15B",13
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","3/1035","24/9434",0.499165972600453,0.760628975151408,0.518501045204669,"HS3ST3B1/HS3ST3A1/EXT1",3
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","11/1035","97/9434",0.50165853447846,0.760628975151408,0.518501045204669,"CD38/ATP2B1/ITPR3/PLCB4/KCNN4/CHRM3/ADCY9/GUCY1A1/ADRB2/ADRA1B/CALM1",11
"Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","2/1035","15/9434",0.501740197464332,0.760628975151408,0.518501045204669,"ST3GAL1/B4GALNT1",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","2/1035","15/9434",0.501740197464332,0.760628975151408,0.518501045204669,"AK4/AK8",2
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","12/1035","107/9434",0.513707722550309,0.77505322637377,0.528333683165379,"PFKP/CAMK2A/ITPR3/PLCB4/PRKAG2/AKT3/SLC2A1/PPP3CC/LDHA/LDHAL6B/CALM1/CPT1B",12
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","5/1035","43/9434",0.516602316013654,0.77505322637377,0.528333683165379,"ACSL4/ACOX3/ACSL1/ACSL5/CPT1B",5
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","43/1035","391/9434",0.518258482695714,0.77505322637377,0.528333683165379,"FAS/PSMA4/EIF2AK2/PTGS2/PSEN1/ITPR3/XBP1/PSMA3/PSMA6/PLCB4/SLC39A14/PSMA2/PPIF/NFKB1/MAPK10/SLC11A2/WNT5A/IL1A/AKT3/PPP3CC/WNT1/IL1B/TRAF2/CHRM3/IL6/TUBB2A/TUBB2B/SLC39A8/PSMA5/WNT9A/ADAM17/CASP3/FZD6/CASP7/RELA/FZD4/TUBB6/CDK5R1/ERN1/CSF1/MAP3K5/CALM1/TNF",43
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","4/1035","36/9434",0.56791426177786,0.835096477852035,0.569263610457158,"IL4I1/AOC3/AOC2/HPD",4
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","4/1035","36/9434",0.56791426177786,0.835096477852035,0.569263610457158,"ST3GAL1/GALNT3/B4GALT5/GCNT4",4
"Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","2/1035","17/9434",0.570984639977145,0.835096477852035,0.569263610457158,"GGT5/GADL1",2
"Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","2/1035","17/9434",0.570984639977145,0.835096477852035,0.569263610457158,"TXNRD1/PAPSS2",2
"Metabolism","Energy metabolism","hsa00910","Nitrogen metabolism","2/1035","17/9434",0.570984639977145,0.835096477852035,0.569263610457158,"CA12/CA13",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","5/1035","46/9434",0.57871076403962,0.842684095005061,0.574435892283095,"ALAS1/HMOX1/BLVRA/FTH1/HEPHL1",5
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","29/1035","271/9434",0.586972106591545,0.847498795321533,0.577717948618039,"PSMA4/HSPA5/CAMK2A/ITPR3/XBP1/PSMA3/PSMA6/SLC39A14/PSMA2/PPIF/MAPK10/SLC11A2/NFE2L2/DUSP1/ADORA2A/TXN/TUBB2A/TUBB2B/SLC39A8/PSMA5/UBE2L6/CASP3/MFN1/BCL2L1/TUBB6/ERN1/UBA7/MAP3K5/CALM1",29
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","16/1035","150/9434",0.587122659409496,0.847498795321533,0.577717948618039,"GADD45B/MET/WNT5A/GADD45A/AKT3/CDKN1A/WNT1/GADD45G/MYC/EGF/WNT9A/CDKN2B/TCF7L2/FZD6/BCL2/FZD4",16
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","4/1035","37/9434",0.590304769616345,0.848403391829552,0.578334588596556,"IL4I1/GLS/ASS1/GFPT2",4
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","8/1035","76/9434",0.604268143234257,0.86222013298572,0.587753102701109,"CAMK2A/ITPR3/PLCB4/KCNJ2/CHRM3/ADCY9/SSTR2/CALM1",8
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","3/1035","28/9434",0.606705772985336,0.86222013298572,0.587753102701109,"ELOVL3/ELOVL7/ELOVL6",3
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","11/1035","105/9434",0.611465236711157,0.86222013298572,0.587753102701109,"COL17A1/COL5A3/SLC8A3/KCNN4/SLC16A10/SLC8A2/COL4A2/CTRL/MEP1B/KCNK5/DPP4",11
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","4/1035","38/9434",0.611997558232676,0.86222013298572,0.587753102701109,"CD38/NAMPT/NT5E/NNMT",4
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","7/1035","67/9434",0.612903468025994,0.86222013298572,0.587753102701109,"CAMK2A/ITPR3/PLCB4/PPP3CC/RAP1B/RPS6KA3/CALM1",7
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","6/1035","59/9434",0.640266781407695,0.896913803490949,0.611402878093069,"LAP3/GCLM/GGT5/SMS/CHAC1/ANPEP",6
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","29/1035","278/9434",0.643880611987363,0.898186399915144,0.612270374070247,"PSMA4/HSPA5/ITPR3/PSMA3/PSMA6/CAV1/PSMA2/PPIF/MAPK10/IL1A/NCF2/EGR1/PPP3CC/IL1B/IL6/TUBB2A/TUBB2B/PSMA5/NOTCH1/NCAM1/NCF1/CASP3/HSPA6/TUBB6/MAPK11/HSPA1B/HSPA1A/TNF/CCL5",29
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","17/1035","166/9434",0.656361172399873,0.908174451246667,0.619078969619636,"CNGB1/ATP2B1/ITPR3/SLC8A3/PLCB4/PPIF/RGS2/AKT3/SLC8A2/PPP3CC/PIK3R5/ADCY9/GUCY1A1/ADRB2/ADRA1B/PRKCE/CALM1",17
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","2/1035","20/9434",0.661229839472026,0.908174451246667,0.619078969619636,"CYP27B1/LSS",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","2/1035","20/9434",0.661229839472026,0.908174451246667,0.619078969619636,"UGDH/CYB5R2",2
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","26/1035","252/9434",0.661982581932811,0.908174451246667,0.619078969619636,"ARAP2/NEDD4L/TFRC/PLD1/CHMP5/EHD4/CAV1/EHD1/DNAJC6/LDLR/IL2RA/PDGFRA/WASHC4/PML/ASAP2/ASAP1/PSD3/CCR5/HSPA6/SRC/HSPA1B/HSPA1A/HLA-E/HLA-F/HLA-A/ARFGAP3",26
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","9/1035","90/9434",0.666495165180783,0.909407935666696,0.619919803957957,"PRKAG2/NFKB1/AKT3/FOXO3/SESN2/SESN3/ADCY9/RELA/SOD2",9
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","5/1035","51/9434",0.671885151961202,0.909407935666696,0.619919803957957,"TJP1/SEC61B/TJP2/SEC61G/ADCY9",5
"Human Diseases","Substance dependence","hsa05033","Nicotine addiction","4/1035","41/9434",0.672650528568318,0.909407935666696,0.619919803957957,"GABRR2/CACNA1A/CHRNA6/CHRNB2",4
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","3/1035","31/9434",0.676577590691789,0.909407935666696,0.619919803957957,"TKTL1/PFKP/RBKS",3
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","3/1035","31/9434",0.676577590691789,0.909407935666696,0.619919803957957,"HSPA5/SEC61B/SEC61G",3
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","9/1035","91/9434",0.679523258706123,0.909684362461422,0.620108236934705,"GABRR2/PDE4D/GNB4/GNGT1/CACNA1A/ADCY9/GNG4/PDE4B/GABBR1",9
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","3/1035","32/9434",0.697721620617704,0.925252368573815,0.630720542940299,"ACOX3/LDHA/LDHAL6B",3
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","13/1035","132/9434",0.70210636235611,0.925252368573815,0.630720542940299,"CAMK2A/ITPR3/PLCB4/MAPK10/GNB4/AKT3/PPP3CC/GNGT1/CACNA1A/GNG4/MAPK11/CALM1/PPP2R2A",13
NA,NA,"hsa04081","Hormone signaling","22/1035","219/9434",0.703127741720444,0.925252368573815,0.630720542940299,"JAK2/PLCB4/HAMP/SLC16A10/NPR3/PRLR/GNB4/STAT5A/GNGT1/ITGAV/ADCY9/IGF2/GNG4/STAT3/ADRB2/ADRA1B/SSTR2/OXTR/HEPHL1/SRC/ITGB3/SSTR3",22
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","8/1035","83/9434",0.703476162984574,0.925252368573815,0.630720542940299,"UBE2D1/BCORL1/EZH2/CBX4/L3MBTL4/RYBP/PCGF5/EPOP",8
"Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","5/1035","53/9434",0.705086895328841,0.925252368573815,0.630720542940299,"ATP2B1/SLC8A3/PLCB4/SLC8A2/ADCY9",5
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","3/1035","33/9434",0.717799678390365,0.938226351281894,0.639564570468,"STX11/STX5/VAMP5",3
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","2/1035","23/9434",0.735566683360516,0.948164740060689,0.646339312343209,"GLS/ASS1",2
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","2/1035","23/9434",0.735566683360516,0.948164740060689,0.646339312343209,"HMGCS1/PDSS1",2
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","2/1035","23/9434",0.735566683360516,0.948164740060689,0.646339312343209,"MAS1/ANPEP",2
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","3/1035","34/9434",0.736826816071258,0.948164740060689,0.646339312343209,"PFKP/HK2/PFKFB3",3
"Metabolism","Metabolism of cofactors and vitamins","hsa00130","Ubiquinone and other terpenoid-quinone biosynthesis","1/1035","12/9434",0.752254496539704,0.964279895178308,0.657324595635181,"HPD",1
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","13/1035","138/9434",0.760407362922352,0.970981709577772,0.661893048697593,"PRKAG2/MAPK10/AKT3/SOCS2/TRIP10/ELK1/PTPRF/HK2/PPP1R3B/SOCS3/SOCS1/PTPN1/CALM1",13
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","13/1035","139/9434",0.769325024955593,0.978605012587191,0.667089656646309,"CUL1/CAMK2A/ITPR3/REC8/CPEB3/CPEB4/PPP3CC/ESPL1/CPEB2/ADCY9/RPS6KA3/MAPK11/CALM1",13
"Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","4/1035","47/9434",0.77331383524904,0.979924401918631,0.667989050134767,"B4GALT1/GALNT3/EOGT/POGLUT1",4
"Organismal Systems","Nervous system","hsa04721","Synaptic vesicle cycle","7/1035","79/9434",0.77796223485692,0.982066395332689,0.669449191491846,"SLC6A13/SLC1A3/NAPA/SLC1A2/SLC6A12/UNC13A/CACNA1A",7
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","5/1035","59/9434",0.790247184062864,0.993795701169965,0.677444755077814,"PTGS2/MGLL/AKT3/ADCY9/ADRB2",5
"Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","2/1035","26/9434",0.79553353456745,0.996668428212805,0.679403018597822,"HES1/HNF1B",2
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","3/1035","39/9434",0.817063931047286,1,0.681674064679772,"MTHFD2/MTHFS/ST20-MTHFS",3
"Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","3/1035","40/9434",0.830351182379852,1,0.681674064679772,"TREH/HK2/MGAM",3
"Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","5/1035","63/9434",0.83547504650595,1,0.681674064679772,"HSD11B1/CYP19A1/CYP7A1/CYP7B1/AKR1C1",5
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","4/1035","52/9434",0.83711547870663,1,0.681674064679772,"PLCB4/AKT3/HK2/MGAM",4
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","3/1035","41/9434",0.842801233996552,1,0.681674064679772,"NBN/BRIP1/BRCA2",3
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","6/1035","75/9434",0.845324420793321,1,0.681674064679772,"TG/HSPA5/ITPR3/PLCB4/ADCY9/HSP90B1",6
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","13/1035","149/9434",0.845964638479226,1,0.681674064679772,"PTGS2/MGLL/ITPR3/PLCB4/MAPK10/GABRR2/GNB4/GNGT1/DAGLA/CACNA1A/ADCY9/GNG4/MAPK11",13
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","7/1035","86/9434",0.846602168576232,1,0.681674064679772,"CAMK2A/ITPR3/PLCB4/KCNN4/SLC2A1/CHRM3/ADCY9",7
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","5/1035","65/9434",0.854912271205739,1,0.681674064679772,"ITPR3/PLCB4/NR4A1/LDLR/ADCY9",5
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","5/1035","65/9434",0.854912271205739,1,0.681674064679772,"ITPR3/PLCB4/KCNN4/AKT3/GABBR1",5
"Metabolism","Glycan biosynthesis and metabolism","hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","2/1035","30/9434",0.856626370893763,1,0.681674064679772,"PIGA/PGAP1",2
NA,NA,"hsa04981","Folate transport and metabolism","2/1035","31/9434",0.869043528149072,1,0.681674064679772,"MTHFS/ST20-MTHFS",2
"Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","5/1035","67/9434",0.872397103793271,1,0.681674064679772,"PFKP/LDHA/HK2/LDHAL6B/BPGM",5
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","9/1035","111/9434",0.872427110513384,1,0.681674064679772,"CPEB3/MAPK10/CPEB4/AKT3/CCNA1/CPEB2/ADCY9/RPS6KA3/MAPK11",9
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","13/1035","154/9434",0.87612719547468,1,0.681674064679772,"ALAS1/GCLM/MTHFD2/UGDH/KYNU/KMO/IDO1/GCH1/CMPK2/HPD/AK4/AK8/IDO2",13
"Metabolism","Glycan biosynthesis and metabolism","hsa00511","Other glycan degradation","1/1035","18/9434",0.876774190089901,1,0.681674064679772,"NEU4",1
"Organismal Systems","Digestive system","hsa04976","Bile secretion","7/1035","90/9434",0.877462609717781,1,0.681674064679772,"AQP9/SLC2A1/LDLR/ADCY9/CYP7A1/SLC22A1/SLC4A5",7
"Cellular Processes","Cell motility","hsa04814","Motor proteins","17/1035","197/9434",0.88334650692514,1,0.681674064679772,"KIF21B/MYO1B/MYH11/MYO1G/TUBB2A/TUBB2B/KIF21A/MYO10/DYNLT1/TNNI1/DYNLT3/DNAI2/DNAH12/TUBB6/DNAH2/DNAH17/DYNLT4",17
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","34/1035","370/9434",0.887688266196596,1,0.681674064679772,"OGFR/EDN1/P2RX7/GABRR2/PRLR/OGFRL1/PTGER2/C3/ADM2/ADORA2A/MAS1/CHRM3/P2RX4/CHRNA6/NPFFR1/ADM/PTGIR/CHRNB2/F2RL2/ADRB2/PTAFR/ADRA1B/FPR2/GRIK1/PTGER4/P2RY6/GPR156/SSTR2/OXTR/LPAR1/GABBR1/S1PR3/INSL3/SSTR3",34
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","5/1035","69/9434",0.888063400364801,1,0.681674064679772,"CAMK2A/PPP3CC/FOSB/JUN/CALM1",5
"Organismal Systems","Digestive system","hsa04972","Pancreatic secretion","8/1035","106/9434",0.907488686185485,1,0.681674064679772,"CD38/ATP2B1/ITPR3/PLCB4/RAP1B/CHRM3/CTRL/ADCY9",8
NA,NA,"hsa03272","Virion - Hepatitis viruses","3/1035","48/9434",0.90966710833687,1,0.681674064679772,"LDLR/CLDN14/DPP4",3
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","33/1035","371/9434",0.921014409120005,1,0.681674064679772,"TNFRSF1B/MAP2K3/PSMA4/HSPA5/PFN2/ITPR3/XBP1/PSMA3/PSMA6/MAP1LC3A/PSMA2/SLC1A2/PPP3CC/OPTN/TRAF2/TANK/TUBB2A/TUBB2B/CASP1/PSMA5/SQSTM1/CASP3/BCL2L1/DNAI2/BCL2/DNAH12/TUBB6/ERN1/DNAH2/MAPK11/DNAH17/MAP3K5/TNF",33
"Organismal Systems","Sensory system","hsa04742","Taste transduction","6/1035","86/9434",0.921555891720468,1,0.681674064679772,"ITPR3/PLCB4/CHRM3/CACNA1A/KCNK5/GABBR1",6
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","7/1035","98/9434",0.923830639117581,1,0.681674064679772,"PI4K2B/SYNJ2/ITPKC/ITPR3/PLCB4/DGKH/CALM1",7
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome","10/1035","133/9434",0.929043396748468,1,0.681674064679772,"LAMP3/GLA/SLC11A2/NCOA7/CD68/CTSL/SCARB2/NPC1/AP1S3/LITAF",10
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","1/1035","23/9434",0.931167798971818,1,0.681674064679772,"GLS",1
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","2/1035","38/9434",0.931712524190729,1,0.681674064679772,"NEDD4L/SGK1",2
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","12/1035","158/9434",0.939162653699847,1,0.681674064679772,"CUL1/CDC6/GADD45B/GADD45A/ZBTB17/CDKN1A/GADD45G/CCNA1/ESPL1/MYC/CDKN2B/CDKN2A",12
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","5/1035","78/9434",0.93969470572313,1,0.681674064679772,"BCAR1/ARHGAP10/CAV1/MET/SRC",5
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","3/1035","55/9434",0.949641828436686,1,0.681674064679772,"HES1/BRIP1/BRCA2",3
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","5/1035","81/9434",0.951398143933754,1,0.681674064679772,"TYMP/UPB1/DPYS/UPP1/CES1",5
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","1/1035","26/9434",0.951473693982197,1,0.681674064679772,"SLC19A2",1
"Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","1/1035","27/9434",0.95681220660214,1,0.681674064679772,"HMGCS1",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","2/1035","43/9434",0.957750875260688,1,0.681674064679772,"B4GALT1/ALG2",2
"Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","2/1035","43/9434",0.957750875260688,1,0.681674064679772,"PLPP3/ABCA1",2
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","5/1035","83/9434",0.958011251896638,1,0.681674064679772,"ACSL4/ACOX3/ACSL1/ACSL5/SOD2",5
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","1/1035","28/9434",0.961563919812173,1,0.681674064679772,"GCH1",1
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","2/1035","44/9434",0.961667316630949,1,0.681674064679772,"GTF2B/TAF4B",2
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","2/1035","44/9434",0.961667316630949,1,0.681674064679772,"ADCY9/AQP3",2
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","8/1035","122/9434",0.96489026408701,1,0.681674064679772,"PFKP/PRKAG2/AKT3/FOXO3/CCNA1/PFKFB3/CPT1B/PPP2R2A",8
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","4/1035","73/9434",0.966081612374345,1,0.681674064679772,"PI4K2B/SYNJ2/ITPKC/PLCB4",4
"Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","1/1035","30/9434",0.969557654093881,1,0.681674064679772,"UGDH",1
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","4/1035","75/9434",0.971138310018389,1,0.681674064679772,"TKTL1/PFKP/ASS1/SDS",4
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","2/1035","47/9434",0.971433722631546,1,0.681674064679772,"LDHA/LDHAL6B",2
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","2/1035","48/9434",0.97411922760088,1,0.681674064679772,"IL4I1/HMGCS1",2
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","3/1035","63/9434",0.974928240681599,1,0.681674064679772,"DOT1L/EZH2/PLOD2",3
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","14/1035","205/9434",0.983914660985534,1,0.681674064679772,"CAMK2A/MMP9/PLCB4/PPIF/NFKB1/MAPK10/NCF2/AKT3/SLC2A1/GFPT2/NCF1/RELA/MAPK11/CPT1B",14
NA,NA,"hsa04382","Cornified envelope formation","15/1035","217/9434",0.984383097698536,1,0.681674064679772,"LAMA3/LAMC2/COL17A1/TGM1/DSP/TJP1/LAMA5/COL4A2/UGCG/CLDN14/TCHH/S100A9/PNPLA1/LAMB3/PPP2R2A",15
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","1/1035","36/9434",0.984879780524646,1,0.681674064679772,"UGDH",1
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","2/1035","55/9434",0.987144987511574,1,0.681674064679772,"B4GALT1/ALG2",2
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","23/1035","311/9434",0.987502456407315,1,0.681674064679772,"PSMA4/SLC1A3/PSMA3/PSMA6/PLCB4/PSMA2/PPIF/MAPK10/SLC1A2/TRAF2/TUBB2A/TUBB2B/TAF4B/PSMA5/CASP3/DNAI2/DNAH12/TUBB6/ERN1/DNAH2/DNAH17/MAP3K5/SOD2",23
